开始时间,结束时间,车号,出货单号,盘号,强度等级,坍落度值
2021-10-20 10:42:09,2021-10-20 10:42:39,45,63368,2,C30P6,230.0
2021-10-20 10:44:07,2021-10-20 10:44:37,45,63368,3,C30P6,230.0
2021-10-20 10:46:04,2021-10-20 10:46:34,45,63368,4,C30P6,230.0
2021-10-20 10:48:45,2021-10-20 10:49:15,大18,63369,1,C30P6,230.0
2021-10-20 10:50:43,2021-10-20 10:51:13,大18,63369,2,C30P6,230.0
2021-10-20 10:52:40,2021-10-20 10:53:10,大18,63369,3,C30P6,230.0
2021-10-20 10:54:37,2021-10-20 10:55:07,大18,63369,4,C30P6,230.0
2021-10-20 10:56:35,2021-10-20 10:57:05,大18,63369,5,C30P6,230.0
2021-10-20 10:58:54,2021-10-20 10:59:24,52,63376,1,C30P6,230.0
2021-10-20 11:00:51,2021-10-20 11:01:21,52,63376,2,C30P6,230.0
2021-10-20 11:02:49,2021-10-20 11:03:19,52,63376,3,C30P6,230.0
2021-10-20 11:04:46,2021-10-20 11:05:16,52,63376,4,C30P6,230.0
2021-10-20 11:07:27,2021-10-20 11:07:57,40,63379,1,C30P6,230.0
2021-10-20 11:09:25,2021-10-20 11:09:55,40,63379,2,C30P6,230.0
2021-10-20 11:11:22,2021-10-20 11:11:52,40,63379,3,C30P6,230.0
2021-10-20 11:13:19,2021-10-20 11:13:49,40,63379,4,C30P6,230.0
2021-10-20 11:16:02,2021-10-20 11:16:32,大21,63382,1,C30P6,230.0
2021-10-20 11:17:59,2021-10-20 11:18:29,大21,63382,2,C30P6,230.0
2021-10-20 11:19:56,2021-10-20 11:20:26,大21,63382,3,C30P6,230.0
2021-10-20 11:21:54,2021-10-20 11:22:24,大21,63382,4,C30P6,230.0
2021-10-20 11:23:51,2021-10-20 11:24:21,大21,63382,5,C30P6,230.0
2021-10-20 11:27:29,2021-10-20 11:27:59,07,63389,1,C30P6,230.0
2021-10-20 11:29:27,2021-10-20 11:29:57,07,63389,2,C30P6,230.0
2021-10-20 11:31:24,2021-10-20 11:31:54,07,63389,3,C30P6,230.0
2021-10-20 11:33:22,2021-10-20 11:33:52,07,63389,4,C30P6,230.0
2021-10-20 11:57:07,2021-10-20 11:57:37,47,63398,1,C30P6,230.0
2021-10-20 11:59:04,2021-10-20 11:59:34,47,63398,2,C30P6,230.0
2021-10-20 12:01:01,2021-10-20 12:01:31,47,63398,3,C30P6,230.0
2021-10-20 12:02:59,2021-10-20 12:03:29,47,63398,4,C30P6,230.0
2021-10-20 12:15:06,2021-10-20 12:15:36,10,63409,1,C30P6,230.0
2021-10-20 12:17:03,2021-10-20 12:17:33,10,63409,2,C30P6,230.0
2021-10-20 12:19:00,2021-10-20 12:19:30,10,63409,3,C30P6,230.0
2021-10-20 12:20:58,2021-10-20 12:21:28,10,63409,4,C30P6,230.0
2021-10-20 12:23:38,2021-10-20 12:24:08,41,63413,1,C30P6,230.0
2021-10-20 12:25:36,2021-10-20 12:26:06,41,63413,2,C30P6,230.0
2021-10-20 12:27:33,2021-10-20 12:28:03,41,63413,3,C30P6,230.0
2021-10-20 12:29:31,2021-10-20 12:30:01,41,63413,4,C30P6,230.0
2021-10-20 12:32:25,2021-10-20 12:32:55,37,63416,1,C30P6,230.0
2021-10-20 12:34:22,2021-10-20 12:34:52,37,63416,2,C30P6,230.0
2021-10-20 12:36:20,2021-10-20 12:36:50,37,63416,3,C30P6,230.0
2021-10-20 12:38:18,2021-10-20 12:38:48,37,63416,4,C30P6,230.0
2021-10-20 12:41:08,2021-10-20 12:41:38,大11,63421,1,C30P6,230.0
2021-10-20 12:43:05,2021-10-20 12:43:35,大11,63421,2,C30P6,230.0
2021-10-20 12:45:02,2021-10-20 12:45:32,大11,63421,3,C30P6,230.0
2021-10-20 12:47:00,2021-10-20 12:47:30,大11,63421,4,C30P6,230.0
2021-10-20 12:48:57,2021-10-20 12:49:27,大11,63421,5,C30P6,230.0
2021-10-20 12:54:26,2021-10-20 12:54:56,45,63424,1,C30P6,230.0
2021-10-20 12:56:23,2021-10-20 12:56:53,45,63424,2,C30P6,230.0
2021-10-20 12:58:21,2021-10-20 12:58:51,45,63424,3,C30P6,230.0
2021-10-20 13:00:18,2021-10-20 13:00:48,45,63424,4,C30P6,230.0
2021-10-20 13:02:41,2021-10-20 13:03:11,36,63429,1,C30P6,230.0
2021-10-20 13:04:38,2021-10-20 13:05:08,36,63429,2,C30P6,230.0
2021-10-20 13:06:31,2021-10-20 13:07:01,36,63429,3,C30P6,230.0
2021-10-20 13:08:28,2021-10-20 13:08:58,36,63429,4,C30P6,230.0
2021-10-20 13:11:58,2021-10-20 13:12:28,大22,63435,1,C30P6,230.0
2021-10-20 13:13:55,2021-10-20 13:14:25,大22,63435,2,C30P6,230.0
2021-10-20 13:15:53,2021-10-20 13:16:23,大22,63435,3,C30P6,230.0
2021-10-20 13:17:50,2021-10-20 13:18:20,大22,63435,4,C30P6,230.0
2021-10-20 13:19:48,2021-10-20 13:20:18,大22,63435,5,C30P6,230.0
2021-10-20 13:24:04,2021-10-20 13:24:34,大9,63440,1,C30P6,230.0
2021-10-20 13:26:01,2021-10-20 13:26:31,大9,63440,2,C30P6,230.0
2021-10-20 13:27:58,2021-10-20 13:28:28,大9,63440,3,C30P6,230.0
2021-10-20 13:29:56,2021-10-20 13:30:26,大9,63440,4,C30P6,230.0
2021-10-20 13:31:53,2021-10-20 13:32:23,大9,63440,5,C30P6,230.0
2021-10-20 13:37:06,2021-10-20 13:37:36,大12,63443,1,C30P6,230.0
2021-10-20 13:39:03,2021-10-20 13:39:33,大12,63443,2,C30P6,230.0
2021-10-20 13:41:01,2021-10-20 13:41:31,大12,63443,3,C30P6,230.0
2021-10-20 13:42:58,2021-10-20 13:43:28,大12,63443,4,C30P6,230.0
2021-10-20 13:44:55,2021-10-20 13:45:25,大12,63443,5,C30P6,230.0
2021-10-20 13:52:07,2021-10-20 13:52:37,19,63447,1,C30P6,230.0
2021-10-20 13:54:06,2021-10-20 13:54:36,19,63447,2,C30P6,230.0
2021-10-20 13:56:03,2021-10-20 13:56:33,19,63447,3,C30P6,230.0
2021-10-20 13:58:00,2021-10-20 13:58:30,19,63447,4,C30P6,230.0
2021-10-20 14:01:24,2021-10-20 14:01:54,大17,63452,1,C30P6,230.0
2021-10-20 14:03:21,2021-10-20 14:03:51,大17,63452,2,C30P6,230.0
2021-10-20 14:05:18,2021-10-20 14:05:48,大17,63452,3,C30P6,230.0
2021-10-20 14:07:16,2021-10-20 14:07:46,大17,63452,4,C30P6,230.0
2021-10-20 14:09:13,2021-10-20 14:09:43,大17,63452,5,C30P6,230.0
2021-10-20 14:12:48,2021-10-20 14:13:18,17,63456,1,C30P6,230.0
2021-10-20 14:14:45,2021-10-20 14:15:15,17,63456,2,C30P6,230.0
2021-10-20 14:16:42,2021-10-20 14:17:12,17,63456,3,C30P6,230.0
2021-10-20 14:18:40,2021-10-20 14:19:10,17,63456,4,C30P6,230.0
2021-10-20 14:21:49,2021-10-20 14:22:19,18,63460,1,C30P6,230.0
2021-10-20 14:23:46,2021-10-20 14:24:16,18,63460,2,C30P6,230.0
2021-10-20 14:25:43,2021-10-20 14:26:13,18,63460,3,C30P6,230.0
2021-10-20 14:27:41,2021-10-20 14:28:11,18,63460,4,C30P6,230.0
2021-10-20 14:29:50,2021-10-20 14:30:20,09,63464,1,C30P6,230.0
2021-10-20 14:31:52,2021-10-20 14:32:22,09,63464,2,C30P6,230.0
2021-10-20 14:33:49,2021-10-20 14:34:19,09,63464,3,C30P6,230.0
2021-10-20 14:35:46,2021-10-20 14:36:16,09,63464,4,C30P6,230.0
2021-10-20 14:38:45,2021-10-20 14:39:15,大8,63468,1,C30P6,230.0
2021-10-20 14:40:43,2021-10-20 14:41:13,大8,63468,2,C30P6,230.0
2021-10-20 14:42:40,2021-10-20 14:43:10,大8,63468,3,C30P6,230.0
2021-10-20 14:45:10,2021-10-20 14:45:40,大8,63468,4,C30P6,230.0
2021-10-20 14:47:08,2021-10-20 14:47:38,大8,63468,5,C30P6,230.0
2021-10-20 14:58:04,2021-10-20 14:58:34,大13,63473,1,C30P6,230.0
2021-10-20 15:00:01,2021-10-20 15:00:31,大13,63473,2,C30P6,230.0
2021-10-20 15:01:59,2021-10-20 15:02:29,大13,63473,3,C30P6,230.0
2021-10-20 15:03:56,2021-10-20 15:04:26,大13,63473,4,C30P6,230.0
2021-10-20 15:05:53,2021-10-20 15:06:23,大13,63473,5,C30P6,230.0
2021-10-20 15:08:46,2021-10-20 15:09:16,35,63477,1,C30P6,230.0
2021-10-20 15:10:43,2021-10-20 15:11:13,35,63477,2,C30P6,230.0
2021-10-20 15:12:41,2021-10-20 15:13:11,35,63477,3,C30P6,230.0
2021-10-20 15:14:38,2021-10-20 15:15:08,35,63477,4,C30P6,230.0
2021-10-20 15:17:24,2021-10-20 15:17:54,49,63483,1,C30P6,230.0
2021-10-20 15:19:21,2021-10-20 15:19:51,49,63483,2,C30P6,230.0
2021-10-20 15:21:19,2021-10-20 15:21:49,49,63483,3,C30P6,230.0
2021-10-20 15:23:16,2021-10-20 15:23:46,49,63483,4,C30P6,230.0
2021-10-20 15:35:31,2021-10-20 15:36:01,大10,63490,1,C30P6,230.0
2021-10-20 15:37:28,2021-10-20 15:37:58,大10,63490,2,C30P6,230.0
2021-10-20 15:39:25,2021-10-20 15:39:55,大10,63490,3,C30P6,230.0
2021-10-20 15:41:23,2021-10-20 15:41:53,大10,63490,4,C30P6,230.0
2021-10-20 15:43:20,2021-10-20 15:43:50,大10,63490,5,C30P6,230.0
2021-10-20 15:45:45,2021-10-20 15:46:15,56,63492,1,C30P6,230.0
2021-10-20 15:47:43,2021-10-20 15:48:13,56,63492,2,C30P6,230.0
2021-10-20 15:49:40,2021-10-20 15:50:10,56,63492,3,C30P6,230.0
2021-10-20 15:51:37,2021-10-20 15:52:07,56,63492,4,C30P6,230.0
2021-10-20 15:53:39,2021-10-20 15:54:09,41,63497,1,C30P6,230.0
2021-10-20 15:55:36,2021-10-20 15:56:06,41,63497,2,C30P6,230.0
2021-10-20 15:57:33,2021-10-20 15:58:03,41,63497,3,C30P6,230.0
2021-10-20 15:59:31,2021-10-20 16:00:01,41,63497,4,C30P6,230.0
2021-10-20 16:02:39,2021-10-20 16:03:09,大23,63500,1,C30P6,230.0
2021-10-20 16:04:37,2021-10-20 16:05:07,大23,63500,2,C30P6,230.0
2021-10-20 16:06:34,2021-10-20 16:07:04,大23,63500,3,C30P6,230.0
2021-10-20 16:08:32,2021-10-20 16:09:02,大23,63500,4,C30P6,230.0
2021-10-20 16:10:29,2021-10-20 16:10:59,大23,63500,5,C30P6,230.0
2021-10-20 16:13:50,2021-10-20 16:14:20,09,63504,1,C30P6,230.0
2021-10-20 16:15:05,2021-10-20 16:15:35,09,63504,2,C30P6,230.0
2021-10-20 16:17:02,2021-10-20 16:17:32,09,63504,3,C30P6,230.0
2021-10-20 16:19:00,2021-10-20 16:19:30,09,63504,4,C30P6,230.0
2021-10-20 16:21:56,2021-10-20 16:22:26,大19,63510,1,C30P6,230.0
2021-10-20 16:23:53,2021-10-20 16:24:23,大19,63510,2,C30P6,230.0
2021-10-20 16:25:50,2021-10-20 16:26:20,大19,63510,3,C30P6,230.0
2021-10-20 16:27:48,2021-10-20 16:28:18,大19,63510,4,C30P6,230.0
2021-10-20 16:29:45,2021-10-20 16:30:15,大19,63510,5,C30P6,230.0
2021-10-20 16:32:35,2021-10-20 16:33:05,11,63512,1,C30P6,230.0
2021-10-20 16:34:32,2021-10-20 16:35:02,11,63512,2,C30P6,230.0
2021-10-20 16:36:29,2021-10-20 16:36:59,11,63512,3,C30P6,230.0
2021-10-20 16:38:27,2021-10-20 16:38:57,11,63512,4,C30P6,230.0
2021-10-20 16:45:22,2021-10-20 16:45:52,35,63514,1,C30P6,230.0
2021-10-20 16:47:31,2021-10-20 16:48:01,35,63514,2,C30P6,230.0
2021-10-20 16:49:28,2021-10-20 16:49:58,35,63514,3,C30P6,230.0
2021-10-20 16:51:26,2021-10-20 16:51:56,35,63514,4,C30P6,230.0
2021-10-20 16:53:34,2021-10-20 16:54:04,19,63517,1,C30P6,230.0
2021-10-20 16:55:21,2021-10-20 16:55:51,19,63517,2,C30P6,230.0
2021-10-20 16:57:13,2021-10-20 16:57:43,19,63517,3,C30P6,230.0
2021-10-20 16:59:04,2021-10-20 16:59:34,19,63517,4,C30P6,230.0
2021-10-20 17:04:49,2021-10-20 17:05:19,36,63518,1,C30P6,230.0
2021-10-20 17:06:39,2021-10-20 17:07:09,36,63518,2,C30P6,230.0
2021-10-20 17:08:37,2021-10-20 17:09:07,36,63518,3,C30P6,230.0
2021-10-20 17:10:34,2021-10-20 17:11:04,36,63518,4,C30P6,230.0
2021-10-20 17:13:28,2021-10-20 17:13:58,大17,63520,1,C30P6,230.0
2021-10-20 17:15:26,2021-10-20 17:15:56,大17,63520,2,C30P6,230.0
2021-10-20 17:17:23,2021-10-20 17:17:53,大17,63520,3,C30P6,230.0
2021-10-20 17:19:20,2021-10-20 17:19:50,大17,63520,4,C30P6,230.0
2021-10-20 17:21:18,2021-10-20 17:21:48,大17,63520,5,C30P6,230.0
2021-10-20 17:24:33,2021-10-20 17:25:03,45,63521,1,C30P6,230.0
2021-10-20 17:26:30,2021-10-20 17:27:00,45,63521,2,C30P6,230.0
2021-10-20 17:28:27,2021-10-20 17:28:57,45,63521,3,C30P6,230.0
2021-10-20 17:30:24,2021-10-20 17:30:54,45,63521,4,C30P6,230.0
2021-10-20 17:51:32,2021-10-20 17:52:02,40,63526,1,C30P6,230.0
2021-10-20 17:53:29,2021-10-20 17:53:59,40,63526,2,C30P6,230.0
2021-10-20 17:55:26,2021-10-20 17:55:56,40,63526,3,C30P6,230.0
2021-10-20 17:58:25,2021-10-20 17:58:55,40,63526,4,C30P6,230.0
2021-10-20 18:05:38,2021-10-20 18:06:08,大28,63528,1,C30P6,230.0
2021-10-20 18:07:35,2021-10-20 18:08:05,大28,63528,2,C30P6,230.0
2021-10-20 18:09:33,2021-10-20 18:10:03,大28,63528,3,C30P6,230.0
2021-10-20 18:11:30,2021-10-20 18:12:00,大28,63528,4,C30P6,230.0
2021-10-20 18:14:09,2021-10-20 18:14:39,大28,63528,5,C30P6,230.0
2021-10-20 18:49:31,2021-10-20 18:50:01,38,63535,1,C30P6,230.0
2021-10-20 18:51:29,2021-10-20 18:51:59,38,63535,2,C30P6,230.0
2021-10-20 18:53:42,2021-10-20 18:54:12,38,63535,3,C30P6,230.0
2021-10-20 18:55:41,2021-10-20 18:56:11,38,63535,4,C30P6,230.0
2021-10-20 20:29:01,2021-10-20 20:29:31,40,63542,1,C30P6,230.0
2021-10-20 20:31:07,2021-10-20 20:31:37,40,63542,2,C30P6,230.0
2021-10-20 20:33:05,2021-10-20 20:33:35,40,63542,3,C30P6,230.0
2021-10-20 20:35:24,2021-10-20 20:35:54,40,63542,4,C30P6,230.0
2021-10-20 21:47:15,2021-10-20 21:47:45,41,63544,1,C30P6,230.0
2021-10-20 21:49:12,2021-10-20 21:49:42,41,63544,2,C30P6,230.0
2021-10-20 08:37:51,2021-10-20 08:38:21,大22,63321,1,C35P6,230.0
2021-10-20 08:39:43,2021-10-20 08:40:13,大22,63321,2,C35P6,230.0
2021-10-20 10:01:08,2021-10-20 10:01:38,49,63354,1,C35P6,230.0
2021-10-20 10:06:29,2021-10-20 10:06:59,49,63354,2,C35P6,230.0
2021-10-20 20:16:15,2021-10-20 20:16:45,9,63541,1,C35P6,230.0
2021-10-20 20:18:55,2021-10-20 20:19:25,9,63541,2,C35P6,230.0
2021-10-20 20:20:48,2021-10-20 20:21:18,9,63541,3,C35P6,230.0
2021-10-20 20:22:40,2021-10-20 20:23:10,9,63541,4,C35P6,230.0
2021-10-20 05:44:43,2021-10-20 05:45:13,13,63258,1,C15细石,230.0
2021-10-20 05:47:09,2021-10-20 05:47:39,13,63258,2,C15细石,230.0
2021-10-20 05:50:25,2021-10-20 05:50:55,13,63258,3,C15细石,230.0
2021-10-20 08:40:57,2021-10-20 08:41:27,18,63318,1,C15细石,230.0
2021-10-20 08:42:51,2021-10-20 08:43:21,18,63318,2,C15细石,230.0
2021-10-20 08:44:46,2021-10-20 08:45:16,18,63318,3,C15细石,230.0
2021-10-20 08:46:40,2021-10-20 08:47:10,18,63318,4,C15细石,230.0
2021-10-20 11:39:20,2021-10-20 11:39:50,56,63392,1,C15细石,230.0
2021-10-20 11:41:05,2021-10-20 11:41:35,56,63392,2,C15细石,230.0
2021-10-20 11:42:49,2021-10-20 11:43:19,56,63392,3,C15细石,230.0
2021-10-20 11:44:34,2021-10-20 11:45:04,56,63392,4,C15细石,230.0
2021-10-20 16:09:56,2021-10-20 16:10:26,大26,63502,1,C20,230.0
2021-10-20 16:11:40,2021-10-20 16:12:10,大26,63502,2,C20,210.0
2021-10-20 06:25:34,2021-10-20 06:26:04,41,63266,1,C20细石,210.0
2021-10-20 06:27:31,2021-10-20 06:28:01,大26,63267,1,C20细石,200.0
2021-10-20 06:29:33,2021-10-20 06:30:03,大26,63267,2,C20细石,200.0
2021-10-20 06:31:31,2021-10-20 06:32:01,大26,63267,3,C20细石,200.0
2021-10-20 06:33:26,2021-10-20 06:33:56,大26,63267,4,C20细石,200.0
2021-10-20 08:22:34,2021-10-20 08:23:04,12,63312,1,C20细石,200.0
2021-10-20 08:24:29,2021-10-20 08:24:59,12,63312,2,C20细石,200.0
2021-10-20 08:59:53,2021-10-20 09:00:23,大23,63327,1,C20细石,200.0
2021-10-20 09:01:47,2021-10-20 09:02:17,大23,63327,2,C20细石,200.0
2021-10-20 09:03:42,2021-10-20 09:04:12,大23,63327,3,C20细石,200.0
2021-10-20 09:05:36,2021-10-20 09:06:06,大23,63327,4,C20细石,200.0
2021-10-20 12:25:59,2021-10-20 12:26:29,08,63411,1,C20细石,200.0
2021-10-20 13:00:50,2021-10-20 13:01:20,大13,63430,1,C20细石,200.0
2021-10-20 13:04:52,2021-10-20 13:05:22,大13,63430,2,C20细石,200.0
2021-10-20 08:06:37,2021-10-20 08:07:07,53,63307,1,C25,200.0
2021-10-20 08:08:32,2021-10-20 08:09:02,53,63307,2,C25,210.0
2021-10-20 09:09:07,2021-10-20 09:09:37,13,63329,1,C25,210.0
2021-10-20 09:11:34,2021-10-20 09:12:04,13,63329,2,C25,200.0
2021-10-20 09:13:19,2021-10-20 09:13:49,13,63329,3,C25,200.0
2021-10-20 05:13:37,2021-10-20 05:14:07,9,63247,1,C25细石,210.0
